SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Rugosity (m),Recently dead coral,Reef overhang,Rubble,Sand,Sand and rubble,Pavement,Gaps/Holes,Abiotic (total),Bartholomea annulata,Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Rhodactis osculifera,Anemone spp.,Anemones (total),Eudistoma spp.,Trididemnum solidum,Ascidian spp.,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp.,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.,Caulerpa spp. on Ramicrusta,Dichotomaria marginata,Dictyota spp.,Dictyota spp. on Ramicrusta,Galaxaura spp.,Galaxaura spp. on Ramicrusta,Gracilaria spp.,Halimeda discoidea,Halimeda spp.,Halimeda spp. on Ramicrusta,Halimeda tuna,Jania spp.,Lobophora spp.,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp.,Sargassum hystrix,Sargassum natans,Stypopodium spp.,Stypopodium zonale,Udotea spp.,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp.,Macroalgae (total),Ramicrusta spp.,Peyssonnelia spp.,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp.,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp.,Plexaurella nutans,Plexaurella spp.,Pseudoplexaura flagellosa,Pseudoplexaura spp.,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp.(encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp. (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea laciniata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp. (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp. (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp. (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp. (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp. (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp.,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon caribica,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina insularis,Aplysina lacunosa,Aplysina spp.,Biemna caribea,Biemna spp.,Callyspongia armigera,Callyspongia (Callyspongia) fallax,Callyspongia plicifera,Callyspongia spp.,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.,Clathria (Thalysias) venosa,Cliona aprica,Cliona caribbaea,Cliothosa delitrix,Cliona spp.,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp.,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp.,Diplastrella spp.,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp.,Halisarca caerulea,Halisarca spp.,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp.,Ircinia strobilina,Monanchora arbuscula,Mycale (Mycale) laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp.,Niphates alba,Niphates amorpha,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp.,Coelocarteria bartschi,Petrosia (Petrosia) pellasarca,Petrosia spp.,Petrosia (Petrosia) weinbergi,Phorbas amaranthus,Timea micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp.,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp.,Svenzea cristinae,Svenzea zeai,Tedania (Tedania) klausi,Topsentia ophiraphidites,Topsentia spp.,Verongula reiswigi,Verongula rigida,Verongula spp.,Xestospongia muta,Sponge spp.,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia fragilis,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp.,Manicina areolata,Meandrina jacksoni,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp.,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp.,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp.,Millepora alcicornis,Millepora complanata,Millepora spp.,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Stony Corals (total # bleached col.),Partially bleached coral (total),Condominium spp.,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total)
2004Puerto Botes 20m1,2004,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,1,3.54,,8.94,0.00,0.00,0.00,,0.00,8.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,3.99,0.00,0.00,0.00,,,41.21,41.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,7.07,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,35.82,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,45.91,,,,,0.00,0.00,0.00,0.00
2004Puerto Botes 20m2,2004,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,2,4.16,,6.64,0.00,0.00,0.00,,0.00,6.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02,11.02,0.00,0.00,0.00,,,36.33,36.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2.47,0.00,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,16.55,0.00,0.00,0.00,1.79,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16.33,,,2.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.52,,,,,0.00,0.00,0.00,0.00
2004Puerto Botes 20m3,2004,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,3,3.87,,8.22,0.00,0.00,0.00,,0.00,8.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,4.83,0.00,0.00,0.00,,,38.72,38.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,3.24,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.61,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,36.27,,,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,44.83,,,,,0.00,0.00,0.00,0.00
2004Puerto Botes 20m4,2004,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,4,2.08,,10.26,0.00,0.00,0.00,,0.00,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,4.72,0.00,0.00,0.00,,,27.73,27.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,4.88,0.00,0.00,0.00,2.81,0.00,0.00,0.00,0.00,0.00,3.61,0.00,0.00,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5.22,,,2.32,0.00,0.00,0.00,30.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.76,,,,,0.00,0.00,0.00,0.00
2004Puerto Botes 20m5,2004,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,5,5.65,,12.85,0.00,0.00,0.00,,0.00,12.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,4.14,0.00,0.00,0.00,,,33.12,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.94,0.00,0.00,0.00,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,23.98,,,3.77,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.79,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m1,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,1,3.78,,21.47,0.00,0.00,0.00,,0.00,21.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,3.78,0.00,0.00,0.00,,,21.68,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3.58,0.00,0.00,0.00,1.84,0.00,0.00,0.00,1.12,0.00,13.19,0.00,0.00,0.00,6.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,26.18,,,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,49.49,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m2,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,2,3.92,,14.47,0.00,0.00,0.00,,0.20,14.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60,16.60,0.00,0.00,0.00,,,30.37,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.04,0.00,0.00,0.00,3.04,0.00,0.00,0.00,2.53,0.00,3.44,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,,19.74,,,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.03,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m3,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,3,3.89,,19.78,0.00,0.00,0.00,,0.00,19.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.32,0.00,0.00,0.00,,,18.15,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,4.36,0.00,0.00,0.00,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,52.53,,,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.39,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m4,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,4,3.83,,16.60,0.00,0.00,0.00,,1.02,17.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,5.81,0.00,0.00,0.00,,,35.94,35.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.14,0.00,0.00,0.00,3.87,0.00,0.00,0.00,0.00,0.00,6.01,0.00,0.00,0.00,1.02,0.31,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.20,,,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m5,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,5,3.79,,14.81,0.00,0.00,0.00,,0.00,14.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,12.05,0.00,0.00,0.00,,,25.23,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,1.63,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,35.96,,,1.84,0.00,0.00,0.00,0.00,0.00,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,46.28,,,,,0.00,0.00,0.00,0.00
2004Puerto Canoas 30m6,2004,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,6,3.39,,18.19,0.00,0.95,0.00,,0.00,19.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.58,0.00,0.00,0.00,,,13.25,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,60.15,,,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.88,,,,,0.00,0.00,0.00,0.00
2004Tourmaline 10m1,2004,West,Cabo Rojo,Tourmaline 10m,Shallow,1,2.39,,5.89,13.39,0.00,0.00,,0.00,19.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,4.76,0.00,0.00,0.00,,,23.63,23.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1.61,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.29,0.45,0.00,0.00,0.45,0.00,0.00,0.00,0.00,3.98,6.37,10.45,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11.37,,,5.24,0.00,0.00,0.00,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,46.72,,,,,0.00,0.00,2.74,2.74
2004Tourmaline 10m2,2004,West,Cabo Rojo,Tourmaline 10m,Shallow,2,2.37,,4.45,0.00,0.00,0.00,,0.00,4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,4.93,0.00,0.00,0.00,,,15.84,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2.59,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,41.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.11,,,4.69,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.20,,,,,0.00,0.00,0.00,0.00
2004Tourmaline 10m3,2004,West,Cabo Rojo,Tourmaline 10m,Shallow,3,1.80,,5.60,10.77,0.00,0.00,,0.00,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,4.41,0.00,0.00,0.00,,,26.38,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1.19,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.37,10.77,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.34,,,10.86,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,50.38,,,,,0.00,0.00,1.27,1.27
2004Tourmaline 10m4,2004,West,Cabo Rojo,Tourmaline 10m,Shallow,4,2.34,,11.51,0.00,0.00,0.00,,0.00,11.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,6.97,0.00,0.00,0.00,,,30.79,30.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,3.89,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,1.70,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,6.72,0.00,7.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,1.14,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.27,,,2.27,0.00,0.00,0.00,5.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,43.76,,,,,0.00,0.00,0.80,0.80
2004Tourmaline 10m5,2004,West,Cabo Rojo,Tourmaline 10m,Shallow,5,2.89,,9.16,5.25,0.00,0.00,,0.00,14.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,6.99,0.00,0.00,0.00,,,38.74,38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,4.27,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,1.40,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,4.50,0.00,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.76,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,10.94,,,3.18,0.00,0.00,0.00,8.07,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.78,,,,,0.00,0.00,0.44,0.44
